Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Margen
2024-09-10,Tablet,Electronics,North,1,$834,$95.54,11.46%
2024-09-09,Smartphone,Electronics,South,5,"$4,370","$1,255.36",28.73%
2024-09-09,Smartphone,Electronics,East,2,"$2,258",$280.76,12.43%
2024-09-09,Camera,Electronics,East,2,"$1,054",$243.50,23.10%
2024-09-09,Headphones,Accessories,West,8,"$1,024",$201.92,19.72%
2024-09-09,Smartwatch,Electronics,West,5,$705,$198.62,28.17%
2024-09-08,Camera,Electronics,North,6,"$6,528",$549.62,8.42%
2024-09-08,Headphones,Accessories,North,3,"$2,508",$498.69,19.88%
2024-09-08,Monitor,Accessories,West,3,"$2,043",$479.90,23.49%
2024-09-08,Keyboard,Accessories,South,3,"$1,704",$309.06,18.14%
2024-09-08,Mouse,Accessories,West,4,$556,$85.63,15.40%
2024-09-08,Laptop,Electronics,East,6,$462,$71.22,15.42%
2024-09-07,Camera,Electronics,North,5,"$3,250",$699.99,21.54%
2024-09-07,Smartwatch,Electronics,South,7,"$3,150",$299.70,9.51%
2024-09-06,Camera,Electronics,East,5,"$5,940",$467.31,7.87%
2024-09-06,Keyboard,Accessories,South,5,"$1,400",$273.39,19.53%
2024-09-05,Monitor,Accessories,East,8,"$5,416",$403.52,7.45%
2024-09-05,Smartphone,Electronics,South,6,"$5,406","$1,277.46",23.63%
2024-09-05,Tablet,Electronics,South,7,"$3,591",$266.59,7.42%
2024-09-05,Camera,Electronics,West,9,"$3,177",$629.96,19.83%
2024-09-05,Printer,Office,West,3,"$1,506",$427.84,28.41%
2024-09-04,Headphones,Accessories,South,9,"$8,307","$1,326.23",15.97%
2024-09-04,Camera,Electronics,West,5,"$5,785","$1,191.11",20.59%
2024-09-04,Keyboard,Accessories,South,8,"$5,368",$542.52,10.11%
2024-09-04,Monitor,Accessories,South,8,"$1,944",$134.94,6.94%
2024-09-04,Smartwatch,Electronics,South,3,"$1,338",$396.08,29.60%
2024-09-03,Laptop,Electronics,West,6,"$6,246",$327.14,5.24%
2024-09-03,Printer,Office,East,2,"$1,632",$292.78,17.94%
2024-09-03,Smartwatch,Electronics,North,4,"$1,064",$263.48,24.76%
2024-09-01,Tablet,Electronics,South,9,"$9,036","$1,087.46",12.03%
2024-09-01,Laptop,Electronics,West,5,"$5,845",$941.79,16.11%
2024-09-01,Headphones,Accessories,East,3,"$2,481",$249.52,10.06%
2024-09-01,Keyboard,Accessories,South,8,$904,$202.35,22.38%
2024-08-31,Smartphone,Electronics,West,4,"$4,512",$546.71,12.12%
2024-08-31,Monitor,Accessories,North,8,"$2,872",$483.94,16.85%
2024-08-31,Laptop,Electronics,South,3,"$1,527",$364.05,23.84%
2024-08-31,Headphones,Accessories,North,2,$378,$87.37,23.11%
2024-08-30,Tablet,Electronics,West,5,"$4,815",$338.31,7.03%
2024-08-29,Monitor,Accessories,West,9,"$6,633","$1,239.11",18.68%
2024-08-29,Smartwatch,Electronics,North,9,"$1,638",$183.75,11.22%
2024-08-28,Camera,Electronics,West,7,"$8,113","$1,103.57",13.60%
2024-08-28,Laptop,Electronics,West,1,$705,$165.16,23.43%
2024-08-26,Monitor,Accessories,East,1,$545,$68.28,12.53%
2024-08-24,Printer,Office,East,9,"$9,459",$604.06,6.39%
2024-08-24,Laptop,Electronics,South,1,$927,$103.95,11.21%
2024-08-24,Keyboard,Accessories,North,7,$812,$175.55,21.62%
2024-08-24,Smartphone,Electronics,West,1,$719,$40.42,5.62%
2024-08-23,Keyboard,Accessories,East,4,"$2,236",$167.78,7.50%
2024-08-23,Headphones,Accessories,South,8,"$1,800",$326.03,18.11%
2024-08-22,Smartphone,Electronics,North,8,"$2,864",$195.16,6.81%
2024-08-22,Keyboard,Accessories,South,2,"$1,934",$157.41,8.14%
2024-08-22,Camera,Electronics,East,7,"$1,540",$342.93,22.27%
2024-08-22,Headphones,Accessories,North,4,"$1,340",$309.80,23.12%
2024-08-21,Headphones,Accessories,North,6,"$6,774",$960.41,14.18%
2024-08-21,Laptop,Electronics,West,5,"$3,170",$245.25,7.74%
2024-08-21,Keyboard,Accessories,North,2,"$1,384",$316.21,22.85%
2024-08-20,Smartwatch,Electronics,West,9,"$3,150",$457.13,14.51%
2024-08-20,Camera,Electronics,South,4,"$1,104",$63.57,5.76%
2024-08-19,Laptop,Electronics,East,8,"$3,272",$674.57,20.62%
2024-08-19,Printer,Office,South,1,$915,$129.08,14.11%
2024-08-19,Keyboard,Accessories,West,3,$375,$95.04,25.34%
2024-08-19,Printer,Office,East,2,$308,$35.32,11.47%
2024-08-18,Printer,Office,North,9,"$6,183",$359.54,5.81%
2024-08-17,Headphones,Accessories,North,7,"$5,362","$1,029.47",19.20%
2024-08-17,Printer,Office,South,2,"$1,878",$386.28,20.57%
2024-08-17,Headphones,Accessories,South,2,$518,$34.22,6.61%
2024-08-16,Mouse,Accessories,East,6,"$4,698","$1,020.11",21.71%
2024-08-16,Smartwatch,Electronics,North,7,"$4,634","$1,358.44",29.31%
2024-08-16,Laptop,Electronics,North,7,"$3,038",$158.82,5.23%
2024-08-16,Camera,Electronics,North,2,"$2,216",$444.36,20.05%
2024-08-15,Tablet,Electronics,North,8,"$3,296",$623.67,18.92%
2024-08-14,Monitor,Accessories,South,7,"$6,769","$1,549.67",22.89%
2024-08-14,Keyboard,Accessories,East,8,"$5,912","$1,143.04",19.33%
2024-08-14,Monitor,Accessories,North,1,$342,$37.64,11.01%
2024-08-13,Printer,Office,South,6,"$6,276","$1,396.25",22.25%
2024-08-13,Monitor,Accessories,West,2,"$1,832",$489.21,26.70%
2024-08-13,Keyboard,Accessories,South,2,$684,$71.39,10.44%
2024-08-12,Tablet,Electronics,South,8,"$9,056",$872.48,9.63%
2024-08-12,Camera,Electronics,North,4,$564,$32.80,5.82%
2024-08-12,Headphones,Accessories,North,4,$524,$52.31,9.98%
2024-08-09,Camera,Electronics,East,9,"$5,661","$1,104.02",19.50%
2024-08-09,Printer,Office,North,2,"$2,372",$206.42,8.70%
2024-08-09,Printer,Office,East,2,"$1,710",$468.76,27.41%
2024-08-08,Monitor,Accessories,North,9,"$10,530","$2,387.63",22.67%
2024-08-08,Printer,Office,West,3,"$3,093",$584.23,18.89%
2024-08-08,Headphones,Accessories,East,8,"$2,984",$742.31,24.88%
2024-08-08,Headphones,Accessories,South,8,"$2,592",$526.38,20.31%
2024-08-08,Mouse,Accessories,East,9,"$2,538",$575.41,22.67%
2024-08-07,Printer,Office,East,9,"$9,477","$2,443.62",25.78%
2024-08-07,Monitor,Accessories,North,8,"$7,200",$804.53,11.17%
2024-08-07,Smartphone,Electronics,North,3,"$3,477",$862.21,24.80%
2024-08-07,Laptop,Electronics,West,9,"$2,772",$432.77,15.61%
2024-08-07,Mouse,Accessories,West,7,"$1,771",$171.26,9.67%
2024-08-07,Smartphone,Electronics,North,3,$342,$89.67,26.22%
2024-08-06,Tablet,Electronics,West,9,"$4,149",$605.52,14.59%
2024-08-06,Smartwatch,Electronics,North,5,$720,$63.84,8.87%
2024-08-06,Mouse,Accessories,West,2,$384,$99.02,25.79%
2024-08-06,Keyboard,Accessories,West,4,$316,$32.79,10.38%
2024-08-05,Printer,Office,West,1,$714,$209.69,29.37%
2024-08-05,Camera,Electronics,North,1,$635,$101.09,15.92%
2024-08-04,Camera,Electronics,South,7,"$7,791","$1,844.69",23.68%
2024-08-04,Laptop,Electronics,East,6,"$5,568",$958.59,17.22%
2024-08-04,Smartwatch,Electronics,West,9,"$4,014",$204.48,5.09%
2024-08-04,Smartphone,Electronics,North,4,$228,$29.37,12.88%
2024-08-03,Keyboard,Accessories,South,9,"$4,572",$279.54,6.11%
2024-08-03,Headphones,Accessories,South,3,"$2,433",$515.28,21.18%
2024-08-03,Smartwatch,Electronics,West,1,$952,$179.40,18.84%
2024-08-03,Smartwatch,Electronics,East,3,$318,$49.93,15.70%
2024-08-02,Mouse,Accessories,West,3,"$1,245",$229.73,18.45%
2024-08-01,Monitor,Accessories,East,6,"$4,938",$847.89,17.17%
2024-08-01,Tablet,Electronics,East,8,"$2,968",$530.30,17.87%
2024-08-01,Camera,Electronics,East,8,"$1,440",$402.06,27.92%
2024-08-01,Headphones,Accessories,North,6,$576,$162.75,28.26%
2024-08-01,Smartwatch,Electronics,East,2,$186,$32.48,17.46%
2024-07-31,Smartwatch,Electronics,North,7,"$4,459","$1,037.27",23.26%
2024-07-31,Mouse,Accessories,South,3,"$1,785",$244.52,13.70%
2024-07-31,Tablet,Electronics,South,3,"$1,476",$85.16,5.77%
2024-07-31,Monitor,Accessories,West,2,"$1,390",$316.31,22.76%
2024-07-31,Printer,Office,West,5,"$1,145",$244.72,21.37%
2024-07-30,Laptop,Electronics,South,4,"$2,708",$302.14,11.16%
2024-07-30,Printer,Office,East,4,"$2,396",$608.50,25.40%
2024-07-30,Keyboard,Accessories,West,2,"$1,626",$354.49,21.80%
2024-07-29,Keyboard,Accessories,West,8,"$6,224",$790.27,12.70%
2024-07-29,Camera,Electronics,West,6,"$4,146",$700.46,16.89%
2024-07-28,Camera,Electronics,East,7,"$6,468",$398.23,6.16%
2024-07-28,Smartphone,Electronics,West,7,"$5,978","$1,791.25",29.96%
2024-07-28,Camera,Electronics,North,9,"$4,554","$1,031.09",22.64%
2024-07-28,Printer,Office,North,8,"$4,128",$315.48,7.64%
2024-07-28,Monitor,Accessories,East,3,"$2,025",$355.59,17.56%
2024-07-28,Monitor,Accessories,East,8,"$2,024",$203.11,10.04%
2024-07-27,Monitor,Accessories,East,8,"$2,256",$468.52,20.77%
2024-07-27,Printer,Office,East,2,"$1,868",$307.32,16.45%
2024-07-27,Mouse,Accessories,North,2,"$1,366",$298.32,21.84%
2024-07-27,Printer,Office,North,3,"$1,335",$263.04,19.70%
2024-07-27,Camera,Electronics,East,1,$712,$89.50,12.57%
2024-07-27,Keyboard,Accessories,East,1,$706,$63.82,9.04%
2024-07-27,Monitor,Accessories,East,7,$637,$87.86,13.79%
2024-07-26,Camera,Electronics,East,4,"$1,084",$134.42,12.40%
2024-07-26,Laptop,Electronics,East,1,$687,$62.82,9.14%
2024-07-26,Smartwatch,Electronics,North,2,$300,$48.69,16.23%
2024-07-25,Printer,Office,South,7,"$7,896",$484.76,6.14%
2024-07-25,Smartwatch,Electronics,East,4,"$4,324",$833.11,19.27%
2024-07-25,Tablet,Electronics,West,8,"$2,840",$262.62,9.25%
2024-07-24,Printer,Office,West,9,"$7,083",$994.47,14.04%
2024-07-24,Tablet,Electronics,South,8,"$5,176",$619.45,11.97%
2024-07-24,Laptop,Electronics,West,6,$360,$22.16,6.16%
2024-07-24,Laptop,Electronics,South,1,$225,$48.82,21.70%
2024-07-24,Tablet,Electronics,West,1,$99,$12.79,12.92%
2024-07-23,Tablet,Electronics,North,5,"$5,660",$641.69,11.34%
2024-07-23,Monitor,Accessories,East,4,"$1,308",$368.28,28.16%
2024-07-22,Camera,Electronics,East,8,"$6,520","$1,073.62",16.47%
2024-07-21,Printer,Office,East,9,"$7,020",$623.97,8.89%
2024-07-20,Keyboard,Accessories,North,6,"$4,446","$1,217.86",27.39%
2024-07-20,Smartwatch,Electronics,East,8,"$3,272",$460.82,14.08%
2024-07-20,Mouse,Accessories,South,2,"$1,254",$250.09,19.94%
2024-07-19,Camera,Electronics,South,5,"$3,135",$277.28,8.84%
2024-07-19,Smartwatch,Electronics,North,3,"$2,601",$463.36,17.81%
2024-07-18,Monitor,Accessories,East,9,"$4,977",$745.81,14.99%
2024-07-18,Laptop,Electronics,North,6,"$4,200","$1,013.70",24.14%
2024-07-18,Mouse,Accessories,South,9,"$1,620",$294.60,18.19%
2024-07-18,Keyboard,Accessories,East,2,"$1,340",$129.89,9.69%
2024-07-18,Laptop,Electronics,West,1,$625,$125.90,20.14%
2024-07-18,Smartphone,Electronics,North,2,$380,$101.70,26.76%
2024-07-17,Headphones,Accessories,West,6,"$5,370","$1,045.10",19.46%
2024-07-17,Laptop,Electronics,South,4,"$3,244",$357.55,11.02%
2024-07-17,Smartwatch,Electronics,West,7,"$1,988",$430.59,21.66%
2024-07-17,Smartwatch,Electronics,West,1,"$1,142",$306.84,26.87%
2024-07-17,Tablet,Electronics,North,4,$724,$186.95,25.82%
2024-07-16,Printer,Office,North,1,"$1,091",$258.30,23.68%
2024-07-16,Keyboard,Accessories,South,3,$858,$246.86,28.77%
2024-07-15,Headphones,Accessories,North,9,"$5,256","$1,296.65",24.67%
2024-07-15,Headphones,Accessories,West,2,"$1,344",$297.99,22.17%
2024-07-15,Laptop,Electronics,South,2,$574,$70.16,12.22%
2024-07-14,Keyboard,Accessories,West,8,"$8,272","$2,391.88",28.92%
2024-07-14,Keyboard,Accessories,North,5,"$2,600",$537.11,20.66%
2024-07-14,Keyboard,Accessories,East,6,"$2,592",$404.89,15.62%
2024-07-13,Printer,Office,South,9,"$8,496","$2,316.03",27.26%
2024-07-13,Smartwatch,Electronics,East,7,"$6,573",$460.28,7.00%
2024-07-13,Smartwatch,Electronics,North,6,"$4,692","$1,044.97",22.27%
2024-07-13,Monitor,Accessories,East,3,"$2,640",$199.97,7.57%
2024-07-13,Tablet,Electronics,North,8,"$1,048",$107.56,10.26%
2024-07-13,Smartphone,Electronics,South,3,$768,$72.67,9.46%
2024-07-12,Smartwatch,Electronics,West,8,"$5,504","$1,196.78",21.74%
2024-07-12,Laptop,Electronics,West,5,"$1,190",$346.79,29.14%
2024-07-12,Laptop,Electronics,North,1,$58,$10.79,18.60%
2024-07-11,Smartphone,Electronics,West,8,"$7,424","$1,878.07",25.30%
2024-07-11,Monitor,Accessories,East,8,"$6,488","$1,438.34",22.17%
2024-07-11,Smartwatch,Electronics,North,7,"$2,919",$325.35,11.15%
2024-07-11,Keyboard,Accessories,West,8,"$2,712",$247.84,9.14%
2024-07-11,Camera,Electronics,South,5,"$1,755",$358.01,20.40%
2024-07-11,Tablet,Electronics,South,5,"$1,255",$236.25,18.82%
2024-07-10,Camera,Electronics,North,5,"$2,520",$487.18,19.33%
2024-07-10,Mouse,Accessories,North,1,$693,$62.75,9.05%
2024-07-09,Printer,Office,West,7,"$4,109","$1,037.64",25.25%
2024-07-09,Printer,Office,North,9,"$2,484",$655.54,26.39%
2024-07-09,Monitor,Accessories,West,3,"$1,986",$361.33,18.19%
2024-07-09,Headphones,Accessories,North,5,$310,$32.01,10.33%
2024-07-08,Printer,Office,East,1,"$1,175",$171.51,14.60%
2024-07-07,Smartphone,Electronics,South,8,"$7,456","$1,702.48",22.83%
2024-07-07,Smartwatch,Electronics,South,7,"$2,632",$738.93,28.07%
2024-07-07,Camera,Electronics,East,1,$673,$114.42,17.00%
2024-07-06,Monitor,Accessories,North,6,"$2,856",$226.53,7.93%
2024-07-05,Camera,Electronics,North,6,"$6,144",$754.18,12.28%
2024-07-05,Tablet,Electronics,North,7,"$4,620",$990.79,21.45%
2024-07-05,Smartwatch,Electronics,West,9,"$4,599",$618.89,13.46%
2024-07-05,Laptop,Electronics,South,4,"$3,724",$276.85,7.43%
2024-07-05,Laptop,Electronics,East,3,"$3,183",$868.73,27.29%
2024-07-05,Keyboard,Accessories,East,2,"$1,696",$500.56,29.51%
2024-07-05,Laptop,Electronics,East,1,"$1,083",$152.50,14.08%
2024-07-05,Smartphone,Electronics,South,5,$870,$48.87,5.62%
2024-07-04,Camera,Electronics,East,4,"$4,492",$670.42,14.92%
2024-07-04,Smartwatch,Electronics,West,8,"$4,472",$290.79,6.50%
2024-07-04,Mouse,Accessories,North,7,"$3,892",$350.57,9.01%
2024-07-04,Keyboard,Accessories,East,6,"$2,670",$782.28,29.30%
2024-07-04,Mouse,Accessories,South,4,$460,$92.24,20.05%
2024-07-02,Headphones,Accessories,West,6,"$4,998",$863.82,17.28%
2024-07-02,Monitor,Accessories,West,5,"$3,105",$744.26,23.97%
2024-07-01,Keyboard,Accessories,West,6,"$1,962",$301.57,15.37%
2024-07-01,Monitor,Accessories,North,8,"$1,600",$305.30,19.08%
2024-07-01,Tablet,Electronics,South,7,$630,$83.28,13.22%
2024-06-30,Monitor,Accessories,West,7,"$7,833","$1,843.94",23.54%
2024-06-30,Laptop,Electronics,West,6,"$6,234","$1,829.07",29.34%
2024-06-30,Smartphone,Electronics,West,4,"$3,888",$284.17,7.31%
2024-06-30,Monitor,Accessories,West,2,$798,$79.25,9.93%
2024-06-29,Mouse,Accessories,West,9,"$7,506",$594.28,7.92%
2024-06-29,Laptop,Electronics,East,5,"$5,465",$546.33,10.00%
2024-06-28,Keyboard,Accessories,West,6,"$6,888",$945.07,13.72%
2024-06-28,Headphones,Accessories,South,4,"$4,000",$964.43,24.11%
2024-06-28,Smartwatch,Electronics,West,7,"$3,094",$463.72,14.99%
2024-06-28,Printer,Office,West,4,"$1,544",$106.02,6.87%
2024-06-28,Printer,Office,East,1,"$1,037",$56.89,5.49%
2024-06-28,Keyboard,Accessories,East,4,$856,$72.99,8.53%
2024-06-26,Laptop,Electronics,North,8,"$6,160","$1,617.32",26.26%
2024-06-26,Mouse,Accessories,East,2,"$1,718",$218.82,12.74%
2024-06-26,Printer,Office,South,6,"$1,326",$338.66,25.54%
2024-06-25,Smartwatch,Electronics,South,5,"$5,125",$268.39,5.24%
2024-06-25,Tablet,Electronics,West,9,"$3,762",$484.75,12.89%
2024-06-25,Printer,Office,West,1,$235,$54.87,23.35%
2024-06-24,Mouse,Accessories,North,8,"$8,664","$2,131.16",24.60%
2024-06-24,Monitor,Accessories,West,7,"$2,989",$197.58,6.61%
2024-06-23,Mouse,Accessories,North,6,"$6,576",$815.56,12.40%
2024-06-23,Mouse,Accessories,South,5,"$4,915","$1,196.60",24.35%
2024-06-23,Printer,Office,North,4,"$2,604",$271.22,10.42%
2024-06-23,Printer,Office,North,4,"$1,060",$155.78,14.70%
2024-06-22,Laptop,Electronics,North,9,"$8,793","$2,262.43",25.73%
2024-06-22,Smartphone,Electronics,South,7,"$4,144",$426.39,10.29%
2024-06-20,Printer,Office,South,6,"$3,954",$690.10,17.45%
2024-06-20,Monitor,Accessories,North,4,"$3,792","$1,092.85",28.82%
2024-06-20,Headphones,Accessories,North,3,"$1,962",$469.94,23.95%
2024-06-20,Camera,Electronics,West,3,$861,$173.49,20.15%
2024-06-19,Smartphone,Electronics,East,7,"$4,123",$750.05,18.19%
2024-06-19,Monitor,Accessories,West,4,"$1,800",$170.19,9.46%
2024-06-19,Tablet,Electronics,East,7,"$1,120",$111.79,9.98%
2024-06-19,Smartwatch,Electronics,South,3,$945,$135.59,14.35%
2024-06-18,Headphones,Accessories,West,9,"$8,073",$710.23,8.80%
2024-06-18,Tablet,Electronics,South,3,"$3,393",$313.45,9.24%
2024-06-18,Keyboard,Accessories,South,7,"$2,716",$512.09,18.85%
2024-06-18,Camera,Electronics,South,7,"$2,667",$363.50,13.63%
2024-06-18,Mouse,Accessories,East,2,"$1,590",$147.20,9.26%
2024-06-18,Tablet,Electronics,West,2,$992,$238.18,24.01%
2024-06-18,Printer,Office,South,3,$390,$112.08,28.74%
2024-06-17,Laptop,Electronics,East,7,"$7,301","$2,026.43",27.76%
2024-06-17,Camera,Electronics,North,7,"$7,077",$804.15,11.36%
2024-06-17,Headphones,Accessories,East,3,"$3,033",$458.41,15.11%
2024-06-17,Smartwatch,Electronics,East,3,"$2,829",$362.16,12.80%
2024-06-17,Smartphone,Electronics,North,3,"$2,193",$477.95,21.79%
2024-06-17,Smartwatch,Electronics,West,5,"$2,095",$193.93,9.26%
2024-06-17,Smartphone,Electronics,North,7,"$1,806",$308.92,17.11%
2024-06-17,Monitor,Accessories,South,9,"$1,188",$348.31,29.32%
2024-06-16,Mouse,Accessories,East,9,"$8,082","$1,783.55",22.07%
2024-06-16,Headphones,Accessories,West,4,"$4,356",$614.62,14.11%
2024-06-16,Mouse,Accessories,West,6,"$2,214",$322.73,14.58%
2024-06-16,Laptop,Electronics,West,7,"$1,092",$274.77,25.16%
2024-06-16,Monitor,Accessories,West,3,$975,$291.81,29.93%
2024-06-16,Keyboard,Accessories,South,2,$630,$86.07,13.66%
2024-06-15,Smartwatch,Electronics,East,4,"$3,928",$325.32,8.28%
2024-06-15,Laptop,Electronics,East,4,$576,$156.59,27.19%
2024-06-14,Tablet,Electronics,West,7,"$2,149",$121.69,5.66%
2024-06-13,Monitor,Accessories,North,1,$579,$133.57,23.07%
2024-06-12,Smartwatch,Electronics,South,4,"$4,608",$963.50,20.91%
2024-06-12,Mouse,Accessories,West,5,"$3,670",$462.97,12.61%
2024-06-11,Headphones,Accessories,West,7,"$1,365",$312.04,22.86%
2024-06-11,Smartwatch,Electronics,North,4,"$1,264",$371.92,29.42%
2024-06-11,Camera,Electronics,East,9,$909,$138.04,15.19%
2024-06-11,Monitor,Accessories,West,2,$760,$192.42,25.32%
2024-06-10,Laptop,Electronics,North,7,"$7,777",$746.84,9.60%
2024-06-10,Keyboard,Accessories,South,6,"$3,240",$758.19,23.40%
2024-06-10,Camera,Electronics,East,3,$828,$117.95,14.25%
2024-06-09,Headphones,Accessories,West,8,"$2,488",$151.95,6.11%
2024-06-09,Mouse,Accessories,North,3,"$1,335",$176.44,13.22%
2024-06-09,Headphones,Accessories,South,3,"$1,308",$73.28,5.60%
2024-06-08,Keyboard,Accessories,North,9,"$7,542","$1,477.49",19.59%
2024-06-07,Tablet,Electronics,West,9,"$6,507","$1,075.51",16.53%
2024-06-07,Printer,Office,West,5,"$1,035",$187.12,18.08%
2024-06-07,Laptop,Electronics,North,2,$256,$35.66,13.93%
2024-06-06,Monitor,Accessories,North,8,"$7,792",$913.12,11.72%
2024-06-06,Tablet,Electronics,North,4,"$4,228",$947.76,22.42%
2024-06-05,Camera,Electronics,South,9,"$9,423",$652.06,6.92%
2024-06-05,Keyboard,Accessories,South,6,"$3,648","$1,050.08",28.79%
2024-06-05,Monitor,Accessories,East,4,"$1,060",$260.21,24.55%
2024-06-05,Printer,Office,South,5,"$1,025",$246.15,24.01%
2024-06-05,Smartwatch,Electronics,West,2,$384,$38.41,10.00%
2024-06-04,Camera,Electronics,North,9,"$4,959",$479.28,9.66%
2024-06-04,Headphones,Accessories,North,6,"$3,024",$336.28,11.12%
2024-06-04,Camera,Electronics,East,2,"$2,092",$366.12,17.50%
2024-06-04,Printer,Office,West,5,"$1,830",$437.35,23.90%
2024-06-03,Mouse,Accessories,South,7,"$4,977",$516.70,10.38%
2024-06-03,Printer,Office,East,4,"$3,284",$354.40,10.79%
2024-06-02,Printer,Office,West,7,"$5,922","$1,323.10",22.34%
2024-06-02,Mouse,Accessories,South,7,"$5,761",$362.48,6.29%
2024-06-02,Headphones,Accessories,West,8,"$2,304",$291.46,12.65%
2024-06-02,Keyboard,Accessories,East,2,$252,$67.37,26.73%
2024-06-01,Monitor,Accessories,South,7,"$6,559","$1,141.32",17.40%
2024-06-01,Camera,Electronics,West,7,"$2,597",$766.32,29.51%
2024-06-01,Smartwatch,Electronics,North,7,$560,$163.16,29.14%
2024-05-31,Mouse,Accessories,East,5,"$5,990","$1,403.53",23.43%
2024-05-31,Tablet,Electronics,West,6,"$5,124",$501.50,9.79%
2024-05-31,Laptop,Electronics,North,5,"$3,225",$523.32,16.23%
2024-05-31,Smartwatch,Electronics,West,3,"$3,153",$224.29,7.11%
2024-05-31,Tablet,Electronics,West,7,"$1,169",$69.41,5.94%
2024-05-31,Headphones,Accessories,East,1,$85,$17.71,20.84%
2024-05-30,Tablet,Electronics,North,8,"$6,960","$1,913.58",27.49%
2024-05-30,Tablet,Electronics,North,4,"$3,960",$632.76,15.98%
2024-05-30,Headphones,Accessories,East,7,"$1,785",$233.77,13.10%
2024-05-29,Printer,Office,South,7,"$6,713",$457.99,6.82%
2024-05-28,Monitor,Accessories,West,4,"$2,336",$509.49,21.81%
2024-05-28,Monitor,Accessories,North,3,"$1,347",$196.59,14.59%
2024-05-28,Mouse,Accessories,West,1,"$1,043",$151.13,14.49%
2024-05-28,Printer,Office,West,1,$293,$29.58,10.10%
2024-05-26,Monitor,Accessories,East,5,"$4,795",$819.12,17.08%
2024-05-26,Headphones,Accessories,East,3,"$1,683",$129.64,7.70%
2024-05-26,Camera,Electronics,South,6,$606,$104.85,17.30%
2024-05-25,Camera,Electronics,East,7,"$7,077","$1,921.73",27.15%
2024-05-25,Smartphone,Electronics,East,6,"$5,766",$675.17,11.71%
2024-05-25,Smartphone,Electronics,West,6,"$5,724","$1,640.19",28.65%
2024-05-25,Keyboard,Accessories,South,2,"$2,372",$275.88,11.63%
2024-05-25,Tablet,Electronics,West,2,"$1,708",$441.43,25.84%
